reviewerName,reviewText,isLocalGuide,reviews,photos,rating,timeReviewed,likes,responseTime,responseText
Joe Hunter,Nice selection. Friendly people.,TRUE,137,82,5,a year ago,0,a year ago,"Thanks for your review, Joe!"
Kayela Sue,"I came in and I was looking for a Mazda 3, Ray Paravan helped me, he was amazing! He gave low pressure and very knowledgeable and helped me find the exact car I needed! I would definitely recommend coming back and working with him.",FALSE,2,0,5,5 years ago,0,NA,NA
Matthew Webber,I have tried 3 times to get a hold of service for parts pricing and to make an appointment and each time I sit on hold until it rings back to the front desk. I guess I'll drive up to salt lake count to Stockton12 since they answered the phone!,FALSE,4,0,1,a year ago,0,a year ago,"We're sorry that there were problems with getting through to our parts department. We're going to make sure that our system is working correctly so that this problem doesn't happen again. If there is anything we can do to improve your â¦MoreWe're sorry that there were problems with getting through to our parts department. We're going to make sure that our system is working correctly so that this problem doesn't happen again. If there is anything we can do to improve your experience with us, please reach out to our Brand Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Ms. Ekko Schneiter,Sold us 3 Honda Civics and had great customer sercice. Did everything they could to give us the right car and right price.,FALSE,29,20,5,a year ago,0,a year ago,"We hope you enjoy your Honda Civics, Ethan! Thank you for the review!"
Allison Nichols,I came into the dealership looking to buy and Ray Paravan helped me sort through all my options. He didn't pressure me into anything or try to sell me above my budget and I felt really comfortable there. I will definitely be returning for any future car needs.,FALSE,4,0,4,5 years ago,0,NA,NA
Brian Smith,"In our initial purchase experience things didn't go very well. Our salesman was pushy and dishonest and the car was weeks later than they promised, and they sent us the wrong one, giving us one with a manual transmission when we paid extra for an automatic. We would have ignored all that though, since they fixed it in the end, but they've made the misery continue. Alexis Robert from ""Sales & Leasing"" at the Ken Garff Honda in Orem keeps emailing me trying to get me to buy another new car. I've told her I'm not interested but she keeps doing it. The staff there only cares about making money off you. I do not recommend buying a car there, or even giving them your contact information.",TRUE,26,37,1,2 years ago,0,2 years ago,"Brian, we apologize for the issues with ordering your vehicle and for the pushiness of members of our staff. We want you to feel valued as a customer, so we will make sure that our staff doesn't bother you any more. If there is anything â¦MoreBrian, we apologize for the issues with ordering your vehicle and for the pushiness of members of our staff. We want you to feel valued as a customer, so we will make sure that our staff doesn't bother you any more. If there is anything else we can do to make things right, please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Lauren Miera,I recently went in & looked at the used cars & was helped by Jose Corona. He was such a great salesman to be helped by. Very well mannered & knew what he was talking about. If I ever need another car I will be going back there & back to Jose. ,FALSE,2,0,5,5 years ago,0,NA,NA
Mario Vega,"They don't answer the phone at the service department. When they did, they  transfered me and it went to voice mail. I had to try every extension for about 30 minutes only to be told that they checked my car, but the quote is not ready. That they would call me back in 15 minutes. Didn't happen. Also, that they don't think it's safe to drive it, but they don't have loaner cars and I would have to pay at least 4 days (while they work on my car) of rental car.",FALSE,5,0,1,3 years ago,0,3 years ago,"Mario, weâre very sorry to hear that. We would like to do what we can to change your experience with our dealership to a positive one. Please contact our Customer Advocacy Manager, Carli Anderson at carlia@kengarff.com or 801-714-2284."
Zachary Miller,"This was my first dealership experience and I have to say it was REALLY disappointing.Things actually weren't too bad until we started signing paperwork on my lease. It took a very long time to get paperwork agreed upon, printed, and signed. After all of that I drove the car off the lot and thought everything was squared away and good.A week later a received a call informing me that I had signed paperwork for the wrong car and that I would need to sign paperwork again for the right car. I do not live in Orem so the paperwork had to be mailed to me. Upon receiving the new paperwork I discovered that my monthly lease payment had increased a couple of dollars above what I had previously agreed upon at the dealership (despite the overall price of the car being the same).I called to inquire as to why the change in price and was told that because the car that I leased was ""newer"" than the one I signed paperwork for (both were 2015 models) the monthly price was increased. This didn't make sense to me whatsoever but not wanting to deal with the hassle of it anymore I signed the paperwork and sent it back thinking my problems were over.Now three weeks removed from driving the car off the lot, I find out that the set of spare keys that I was given to my car are actually the set of keys for the car that I signed the wrong paperwork for. Now I have to have my real spare keys sent to me and I have to mail back the wrong set along with the owners manuals.It's really just been a big hassle to me to have to keep finding problems with the purchase. I'm worried I'll find something else somewhere else down the line and have to call the dealership up again to get it fixed.Another issue I found was that when I called to get the new paperwork explained to me and why the increase in price, I was offered a free detailing of my car, but rather than send me a certificate to have this done, I'm supposed to visit the dealership, speak with the accountant who assisted with the paperwork, and ""remind him of who I am"" and he'll get me the right services going on my car. Without any kind of documentation or physical agreement, I fully expect to never be able to redeem this perk I was given as a result of the mistakes on the dealership's part. I wouldn't expect anyone to remember a person they spent an hour or two with months down the calendar. I am really unlikely to do business with this location or Ken Garff dealerships in general and would recommend looking at other options in the area if you are able. I'm just really disappointed in how all of this has transpired and wished I had better things to say about my experience.Really small changes to their customer service model would really benefit the customer and it's disappointing that a company who prides themselves on listening to their customers fails to meet the needs and expectations they set for themselves.",TRUE,40,9,1,3 years ago,0,3 years ago,"Zachary, we're sorry for the hassle you experienced. We want to make the car buying process as smooth as possible and regret not being able to provide that for you. Please contact our Customer Advocacy Manager, Carli Anderson at carlia@kengarff.com or 801-714-2284. We'd like to make things right."
Lauren Marie,"The only bright side was the guy that installed my windshield wiper inserts. He was awesome. I wish I remembered his name. Every other experience I've had with them has been awful.I'm partial to going to the dealership because I used to work for one before I moved out of state. I had a good relationship with those service advisors and they never tried to sell me on something I didn't need.I went in to this particular dealership in Orem, UT for a simple oil change. I tried calling first to make an appointment and after about 10 minutes of being transferred around in circles I gave up and just hung up. I tried to just stop in and was told it would be a two hour wait. So I left and scheduled an appointment online. After the oil change, they told me to repair my breaks. After taking my car to another mechanic I was told they were only half worn. And they wanted to charge me $240 for something that wasn't even needed yet!As the service advisor was going over other recommended services, he recommended I change my transmission fluid (along with every other fluid). When I mentioned that I had just had my transmission fluid changed 3 weeks before, he said that he was recommending it because it wasn't in their records. So if the work wasn't done there, it doesn't count apparently? He would have let me spend another $150 on that without even checking to see the condition of the fluid to start with!This was the second time I have been here. The first was long enough ago that I don't remember details. I do remember feeling like they were just trying to get me in and out without any appreciation for those who keep them in business. I'm sure not all of the service advisors are rude or lying, but I've had enough experience now to not trust anything they say.",FALSE,1,0,1,2 years ago,0,2 years ago,"Lauren, we're sorry to hear that your experience with our service department staff; nobody wants to feel like they can't trust the people who work on their car. We want to talk with you to see how we can help you feel like a valued customer â¦MoreLauren, we're sorry to hear that your experience with our service department staff; nobody wants to feel like they can't trust the people who work on their car. We want to talk with you to see how we can help you feel like a valued customer again. Please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Jared Vivyan,"Our experience started very well with the dealership with the vechicle sale but made a rapid decline after the sales experience sadly. I want to start off with a bad pre-sale ""inspection"". When we purchased the vehicle we noted that the coolant level was low and wanted them to top off the coolant as well as check out the problem along with the other issues that were noted. Every other issue was fixed as promised but the coolant level was just toped off and ""presumed good by the staff. As time went on I have had to add coolant a couple of times as it looses coolant after drives. We brought it into the mechanic there and NOW it needs a new radiator because of leaks from the top of the radiator. I find it hard to believe that this could not have been seen when the inspection on the vehicle was done before we purchased the vehicle or when they were suppose to check it out when we noted the res was low. Now this turns into a $700 fix we are responsible for.Another issue is the oil change that was performed. We bought the 3 services package with advantage care and we finally used our first one when we had the radiator checked again. Well after receiving the frustrating news that they feel ""horrible about"" on the radiator I went to get in the car and leave after the oil change and noticed my red oil light on. I went back inside and let them know and the employee checked the oil and noticed there was very little or no oil in the engine. They got distracted and forgot to put enough or any oil in my car. Luckily I didn't proceed in driving it and assume the light would just go off because they just did an oil change right but I think this is a very important step in an oil change that I payed for.... adding oil. This should be a big deal to anyone. They added oil and acted like everything was OK and it wasn't a big deal and offered me nothing else. Just glad I didn't leave for home with it. Feel if I would have had the vehicle checked out by an outside known mechanic it would have saved me the cost of a new radiator. Very disappointed with their services and inspection on my purchased Pilot.",FALSE,5,0,1,2 years ago,0,2 years ago,"Jared, we're sorry that your experience with our service department has been so negative. We want to talk with you about how things can be made right with you, so please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Chris Jensen,Fast quick buying experience.  Thanks to Taylor and the team.,FALSE,9,0,5,2 years ago,0,NA,NA
Terri Bennett,"It was a good experience, knowledgable staff.",FALSE,1,0,4,a year ago,0,NA,NA
cottagebread,Great bunch of people and very accommodating.,FALSE,2,0,5,a year ago,0,a year ago,Thank you for your review! We're glad that you've had a good experience with our staff.
Mark I,"We bought our new 2010 Honda Accord LXP from Mr. Soto. Both he and the sales manager, Mike were extraordinarily helpful. Mike bent over backwards to make the deal happen. I would have given more stars if there were more available. Check them out.. Worth your time.. and IMHO far better to deal with than Carl Malone. Follow up: This year, we wanted to go down to one car. We went to Ken Garff Honda and my wife found a CRV that she was in love with. We told them that we wanted to trade in an 05 Jeep Liberty (I thought they would laugh) and the previously mentioned 2010 Accord. Mike Johnson did an outstanding job of getting a fair value for our trades (both of them) A great interest rate and good customer service.",TRUE,78,2,5,6 years ago,0,NA,NA
Jayne Ward,"We went to take our 2001 Honda civic in for a safety and emissions test, it passed emissions but not safety, they tried to tell us there were 2 minute parts that effected the safety of the car and gave us a quote of $742.00 to fix it!! So retarded, so we took it to get tested at grease monkey and they passed us on both parts. Don't go here to get your car tested, they will rip you off!   ",FALSE,4,0,1,2 years ago,0,2 years ago,"Jayne, we're sorry to hear that you had a bad experience with our staff when you took your Civic in for safety and emissions. We'd like to talk with you to see how we can make you feel like a valued customer, so please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Matt S,"I ordered a part and was told it would be there the next day. I came the next day just before they were suppose to close, and found they had closed the dept early. The salesperson said he couldn't help me, but fortunately we were able to get someone's attention behind the desk that finally came and helped us because it was not supposed to be closed yet. Then after they looked it up they said the part had not come. They said they had intended to call us but for some reason had not. So I wasted an hour of driving down there only to find out I would have to plan to drive back down the next day. Ugh",TRUE,37,5,2,2 years ago,0,2 years ago,"Matt, we apologize for the lack of communication from our dealership. We'd like to talk with you because we want to see how we can make you feel like a valued customer, so please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Timothy Smiley,Stopped by here because of work,TRUE,58,0,3,a year ago,0,a year ago,"Thanks for your review, Timothy! Please let us know if there's anything we can do to improve your experience here."
Jed Chrisman,Very friendly service. We have bought 2 vehicles from them.,TRUE,94,60,5,2 years ago,0,NA,NA
Aaron B,"I went in on Monday to get some bolts to reconnect the break light fin on my Odyssey.  The technician assured me he would order a bunch of them and to return on Wednesday to get the fin re-installed.  I left work early on Wednesday to get there before they closed and upon arrival, I find out the technician never ordered the parts.  They pulled in another technician and he identified and ordered the parts, for me.  He apologized and said he would throw in the 2 bolts which are $3 each for free... woohoo.  He said to come in Friday after 11 and they would be here.  I switch shifts with another employee so I have time to get this done before I have to go to work.  This time when I get there, it turns out they ordered the wrong parts!  They ordered them again and told be to come in tomorrow (once again when I work).  I can't just drive from Salt Lake to Provo real quick on a lunch break or anything.The reason why this is so urgent is because I need this fixed in order for my van to pass a safety test so I can renew my tabs.  Not only have I wasted the gas making unnecessary trips between Salt Lake City and Orem, but I am doing so with expired tabs now which I can't renew until they get their act together and fix my fin.  Oh yeah, while I was there the 3rd time, there were 2 technicians trying to figure out how to attach the fin to my van.  It took them 15 minutes to realize they couldn't do it with the parts they ordered.  If it's this complicated for them to attach a break light fin to a car, I wouldn't trust them with any other maintenance or repairs.I tried calling the manager to figure out a resolution but he wouldn't answer his phone.  I figured he was busy and left a message.  He never called me back.Overall the customer service and expertise at this Honda Dealership gives Honda a bad name.  This is definitely the last time I'm going to do business with them.  I'm planning on buying a new car next year and they will not be getting my business because they can't even take care of me on two $3 parts and basic customer service.",FALSE,2,0,1,5 years ago,0,NA,NA
Laurie Fisher,"Great dealership, super friendly, honest and fair!!ð",FALSE,1,0,5,a year ago,0,NA,NA
Sabrina Gardner,"We had one hour to buy a car due to a timing issue of leaving town and a blown head gasket.  Found the salesman to be alright - didn't feel like he was pressuring us into anything, and was willing to work with us well.  We've really liked the car and felt like we got a good deal on it.  ",FALSE,2,0,4,8 years ago,0,NA,NA
Andre Rts Toledo,Grade 10,TRUE,23,22,5,3 months ago,0,3 months ago,Thanks for the 10 Andre! 
Travis Bender,So went in at 840 for oil change and rotation. Was sitting there till 1035. Finally they came to me and said my car was done. The Morning was very hectic and by no means was their Quick service quick at all but I understood having worked a dealership in a express maintenance program and been there before. So the service was not very good and the top of my engine cover still had oil spots from gloves on it. But the reason I give this 4 stars is that when I went to pay the service writer told me that they did not expect it to take that long so they didn't bill me for the Rotation. Then something else happened and they took care of that as well. The integrity of their service writer that worked with me today was something I see in very few people. I will likely be coming there again mainly because of that. ,FALSE,3,0,4,3 years ago,0,NA,NA
Brent Smith,"I have always been a Honda guy, however after the poor customer service experience at this Honda, my loyalty in the future will be else where. ",FALSE,9,0,1,2 years ago,0,2 years ago,We apologize for the poor customer service that you received at our dealership. We'd like to talk with you about how things can be made right. Please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284.
Kellie Duncan,Ken Graff Honda of Orem thank you! The manager Mike Zenger and the entire staff were very helpful and went out of their way to find us the perfect car for our family!!,FALSE,2,0,5,2 years ago,0,NA,NA
Chris Otting,"I bought my car from here in 2010 and was satisfied with my customer service and encouraged my friend and sister to both buy a car from this location. It was when we went shopping for my sister that I ran into extremely distasteful service.We requested to look at used Honda Fit's and were told there was one on the lot so a salesman took us over to look at it. We found the car trashed and were told one of the manager's was using it for his own personal use because ""it was too good to be sold as used."" There was dirty gym clothes strewn over the back seat and the very potent smell of chewing tobacco throughout the car.The salesman apologized and asked to show us a few other cars while they got it cleared out and we agreed. We started test driving another car and were exiting the lot when these two guys with golf clubs start walking down the road. They look at us and then very slowly continue to walk down the middle of the road blocking our path. The salesman informed us that these were the managers, one of which was the very same person that trashed the Fit we were interested in.Needless to say, my sister did not buy a car that day. The only positive experience we had was the honesty and frankness of our salesman. I no longer suggest anyone buy a car from this dealership and will actively discourage people from buying used knowing the management's position on using the cars for personal use.This experience was in May and I avoided any interaction with the dealership until recently when I went in to see about a warranty fix on my car. I confess I was annoyed that I had to deal with this company again and may have been a little rude to the service technician over the phone. While my repair did not turn out to be under warranty the technician went way beyond my expectations and provided excellent service; be sure to ask for Joe if you go in for repairs and you won't be disappointed.tl;dr: I had a horrible experience with their management and would tell people not to buy a car here but the service department seems to be made up of good honest folk.",FALSE,13,0,2,3 years ago,0,3 years ago," Chris, we hate to think that your positive experience in 2010 was ruined by your most recent experience with our dealership. We are currently under new management and would like to do what we can to make things right. Please contact JJ Wilkinson, General Manager, at 801-714-2201."
c Ym,"One of the worst car service dealer in Orem/provo, don't bring your car to do any car service over there, they won't fix it if they screw your car up.",FALSE,1,0,1,a year ago,0,a year ago,"Peter, we're so sorry that our service team was unable to help you with your car, and we would really like to talk to you in more detail about what happened. Please contact our Brand Advocacy Manager Carli at carlia@kengarff.com or 801-714-2284 so we can speak with you and apologize. Thanks!"
dan blackburn,Brent Packer was great to work with!,TRUE,42,344,4,a year ago,0,a year ago,"Thanks for your review, Dan! We're so happy you enjoyed working with Brent!"
David Dye,"I bought a used 2014 VW Passat from Ken Garff Honda.  The buying experience was good.  I got a great rate and a good price.  The only problem I had was that the car didn't have floor mats in it.  The salesman said he'd get floor mats for me.  After two weeks of asking and being told to ""come back tomorrow"" or ""we'll call you"", I contacted the Customer Advocate Manager via email and received almost immediate attention.  I had brand new OE floor mats in my car the next day.  So, I suggest that if you have a bad experience and don't feel like you are being listened to or the the problem is not being resolved, check with the Customer Advocate.  I did and it turned a sour experience into a sweet one.",FALSE,1,0,4,3 years ago,0,NA,NA
Keri Andrus,"I had a great experience with orems' Honda dealership.  Ray Paravan was the person who helped me.  He was very helpful with the knowledge he had about all the diff. types of cars and their diff. features.  He was very kind and helpful.  I didn't feel pressure from him to buy right now, which I really appreciated.  When I am ready I will def. go back to Ray and buy from him!  Great guy!  I will def. send people I know to him!",FALSE,1,0,5,5 years ago,0,NA,NA
Brandon Booth,"It does not matter what car you are looking for. Start with Ken Garff Honda in Orem. They will be nothing but kind to you and help you find what you need. They do not handle people like every other dealership out there. I know because I have been searching for almost a year for a new car. I even got swindled into an ""almost purchase"" but J J helped me out so much. A quick shout out to Mike Zanger and Jared Lenmieux and many more. I haven't come across anyone who does not smile and help you immediately. If anything come and ask for advice and grab some popcorn and soda. Even if you have a non Honda, come here and get your maintenance done. I use to take my VW Passat and get maintenance done and they do an excellent job.",FALSE,3,0,5,2 years ago,0,NA,NA
Lee Carlson,They are always speedy to get you through for a simple oil change and answer all your questions.  Never feel pressured to get upsold some other service. ,TRUE,14,64,5,2 years ago,0,NA,NA
Jeff Hill,"Two days and $100 later only to tell me you don't actually service cars, but only diagnose...",FALSE,3,0,1,a year ago,0,a year ago,"We are sorry that we couldn't fix your vehicle in house and that your repair required a body shop. We have multiple body shops that can assist you. If you have any further questions, please contact our Brand Advocacy Manager, Carli, at carlia@kengarff.com or 801-714-2284 and we can help you. Thank you."
Jake Scott,I'm leaving this review as I sit on an excessive hold time for parts for the 5th time in two days. I've gone from wrong extension to long hold to another long extension. If I hadn't placed an order I was expecting 2 days ago I would not be attempting to still call. The service and experience has been atrocious.,FALSE,11,1,1,a year ago,0,a year ago,"Jake, we are sorry that you've experienced issues with our phone system last week. We've been dealing with some issues with our phone system, but our IT department was able to fix the problem recently. If you could reach out again or if you â¦MoreJake, we are sorry that you've experienced issues with our phone system last week. We've been dealing with some issues with our phone system, but our IT department was able to fix the problem recently. If you could reach out again or if you could give us your contact information, we want to talk with you to try and make things right. Again, we're sorry for the phone-related problems."
Daniel Smith,"I recently got tires from this dealership, and I asked to pay for them when I ordered them, but I was told to do so when they came in, I then asked to pay when they were being put on, but I was told to do so when the service had finished. My mom works at the shop, and one of the techs agreed to work on my car, but I had wanted to get it written up, which didn't happen. The tech cross threaded my lug nut, and improperly balanced my tires, so a few days later I had to take it in, this time I went to the stockton honda, who charged me to rebalance my tires and take of the lug nut. Orem Honda then said they would only cover the lug nut, because I had no receipt, and they started harassing my mom for the tire payment. They overall have very few people who care about customer satisfaction, they mainly worry about the overhead. There are a few other instances where I have been dissatisfied, but my mom had finally convinced me to get service done at her shop. I was hesitant, because my brother in law is a mechanic, and though it would have costed a tiny bit more, I know I would've been treated well. I just have to say that they may give good deals, but overall, it is just to increase sales, and customers are rarely treated like people, more like objects or problems",FALSE,1,0,1,2 years ago,0,2 years ago,"Daniel, we apologize for the experience you had with our service department. We want to see how things can be resolved for you. Please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Chris Clark,"Hands Down, best customer service experience I have ever seen, they worked with me every step of the way to get me the deal I needed to get me into the exact car I wanted. Seriously if i were to buy a new car tomorrow i would come back to this place. Thanks to Mike at Kengarff in Orem im driving a sweet new CIVIC SI!!",TRUE,17,8,5,8 years ago,0,NA,NA
Matt Case,"I did have a good experience there...however I told my grandfather to call them for a good deal on their car. He called and the sales person told my grandfather that they could sell him a car for a set price, once he was in the door they tried to get thousands more out of him. I am offended that they would lie to elderly people. DON'T GIVE THEM YOUR BUSINESS.",TRUE,28,30,2,6 years ago,0,NA,NA
Jean Sykes,I don't like hidden fee's.  What price I was quoted up front should have excluded everything but taxes and licensing and that was not the case.  I was not told about the  other charges they just added the.  I had to ask to see the breakdown three times before finding out about the charges.,FALSE,1,0,3,2 years ago,0,2 years ago,We're sorry that you had some issues when you were buying a car at our dealership. Thank you for your input; we'll do what we can to make sure things smoothly during the car-buying process.
dave anger,"I went in looking for a car to buy, recently crashed my Toyota Corolla. Didn't have any luck at Ken Garff Volkswagen, I found Ray Paravan and talked with him. Really laid back and knowledgeable. He helped me find exactly what i wanted at a good price. Walked away with a Pontiac Bonneville. So much better then my past experience. Thanks Ken Garff and Ray Paravan!!! ",FALSE,1,0,5,5 years ago,0,NA,NA
wyatt higbee,"I came in looking for a car they had listed on KSL, which had been sold right before I arrived. Jose Corona took down all the information about what I was looking for including style, price, mileage, and size. He would call me 2-3 times a week with an update on what they had in stock and to check up on any new ideas I might have had. We ended up buying a vehicle from someone else because it was a deal we just couldn't pass up, however I would recommend working with Jose and the Ken Garff group for any vehicle purchases.",FALSE,1,0,4,4 years ago,0,4 years ago,"Wyatt, we're glad we were able to help you, even if you didn't end up purchasing a car from us. If you need anything else, please let us know."
Logan Petersen,"Don't give these guys any of your contact info. They will continue to call and email you for months and months after you go in. I bought a car somewhere else in September of 2013 after visiting these guys once,  and I am  still getting calls and emails "" just following up"". I've called back to ask them to not call any more, and i unsubscribed from their email list... but still getting calls and emails. ""Ken Garff, we hear you... unless it's not what we want to hear"" seriously leave me alone it's been 7 months. ",FALSE,2,0,1,3 years ago,0,3 years ago,"Logan, weâre so sorry to hear that. We have completely removed you from our system. If you continue to get calls or emails, please contact our Customer Service Manager, Carli Anderson, at carlia@kengarff.com or 801-714-2284 and she will get to the bottom of it. Thank you for your patience."
Nathan Ward,"Great service, no pressure!!!",FALSE,3,0,5,a year ago,0,a year ago,"Glad to hear it, Nathan! Thanks for coming to see us!"
Marco perez,"It was not what I expected. I went to get my Windows fixed cuz they stopped working. After they fixed my car I got in to drive home my instrument cluster did not work no more, the oil from my car was drained, the antifreeze was drained. I asked to fix my Windows! What the hell you guys doing i come in to get my car fixed?? I asked fix my Windows and you mess with other parts in the car that don't need fixing. Never coming here agian.",FALSE,4,0,1,3 years ago,0,3 years ago,"Marco, we are very sorry to hear that your experience at our dealership was not satisfactory. We will look into what happened during your visit so that we can determine how to make things right. Please contact our Customer Advocacy Manager, Carli Anderson atcarlia@kengarff.com or 801-714-2284."
Courtney,"I went in looking to buy and was appalled at how I was treated. The salesman only gave me two options of cars and he didn't even take me out to look at them. He was extremely unhelpful and seemed like he just wanted to leave (even though they weren't closing for 2 more hours). I had high hopes since their marketing emphasizes that they listen to your needs and are there to help, but I was sorely disappointed. I would never go back, no matter how good the deal was.",FALSE,4,4,1,3 years ago,0,3 years ago,"Courtney, weâre sorry that you felt mistreated. Your satisfaction with our dealership is very important to us. We would like to do what we can to make things right. Please contact our Customer Service Manager, Carli Anderson, at carlia@kengarff.com or 801-714-2200."
Alex Nightingale,"Mechanic was super nice and took care of everything. They fixed the recall issues and topped it off with a car wash. Nice guys, no trouble.  I mentioned that our old '99 Civic we drove over had squeaky doors and he fixed that too!JUST DO NOT GIVE THEM YOUR EMAIL. They send an endless supply of drivel to your mailbox. I HAVE UNSUBSCRIBED 7 TIMES, THEY KEEP COMING. They share your email with all their Honda Garff buddies who pester you relentlessly.",FALSE,14,0,5,4 years ago,0,4 years ago,"Alex, thank you for sharing your experience with us. We're glad we were able to take care of your car and give you excellent service. We apologize for the annoying emails. We will remove you from our email list. "
Josh Black,"I only go here for parts and they're still learning what the internet is and the concept of ""online orders"".",TRUE,239,143,3,2 years ago,0,a year ago,"Thank you for the review and for the input, Josh. We'd like to hear from you about how you think things could be better at our dealership. Please reach out to our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
Kyle Nelson,Ray Paravan was awesome in helping me with my purchase.  Took the time to find out what I really wanted.   Will go back to him every time! ,TRUE,19,0,5,5 years ago,0,NA,NA
Lisa Ferguson,I wrote a bad review a few months ago because I went to get keys made and it took forever didn't end up getting the keys made. They reached out to me and I didn't get back to them until I lost my one and ONLY key. I called around to get my car re-keyed. They were by far the cheapest. They covered the towing under Garth care and waved the programming because of the previous problem I had!!! Not going to lie it was a  roug week I really just needed a win. Thanks for the win!,FALSE,4,1,5,2 years ago,0,3 years ago,"That sounds like a very frustrating experience, Lisa, and we're sorry about it. Making every customer feel like they and their time is valued is important to us, so please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284 so we can see how to make things better."
Ray Paravan,"I bought a car from Ray Paravan hes the best, he is selling 15 civics for $15995",FALSE,1,0,5,3 years ago,0,NA,NA
Kyle Gray,"The service department is nothing more than typical of a dealership:  They didn't order the correct parts, then they didn't do the work correctly, and when it was all finished they charged me double what they initially told me for the same work.  Save yourself the time and the headache, and go buy your Girl something nice, then go somewhere else.",TRUE,71,0,1,4 years ago,0,4 years ago,"Kyle, weâre sorry to hear that your experience with our service department was less than favorable. We value our customersâ opinions and feedback and appreciate your time in reviewing us. We want to do what we can to resolve your issues and â¦MoreKyle, weâre sorry to hear that your experience with our service department was less than favorable. We value our customersâ opinions and feedback and appreciate your time in reviewing us. We want to do what we can to resolve your issues and concerns. Please contact Denim Simkins, Service Manager, 801-801-714-2231. Weâd like to review the final bill and what service was provided and determine what more we can do."
Kylie West,"Certified Used Cars apparently means we bought this car at the auction and never decided to look under the hood!!!  My wife and I bought a CERTIFIED Nissan Sentra recently from Ken Garff which come to find out had about every problem with it in the book.  We returned the car the following day and upgraded (apparently Ken Garff had nothing else in the price range) to a Honda Civic.  Less than a month later, I am replacing all the brakes and having the air conditioning unit serviced due to the overcharging of the freon.  The mechanics at Ken Garff (if they can even be called that) don't know how to service a vehicle!  I wouldn't trust them with an oil change!  Never buy anything remotely used at Ken Garff!!!",FALSE,13,6,1,7 years ago,0,NA,NA
rivertonhighschool2,"I was having a really hard time finding the right car I could get a a good deal.. Went to Ken Garff and talked to Ray Paravan, he was a huge help, and found the right car for me. Just wanted to thank him, and Ken Garff. GREAT experience, and will definitely be back in the future. Thanks Ray, you don't know how much this new car means to me!",FALSE,1,0,5,5 years ago,0,NA,NA
Chuck Wagaman,"Ray Paravan,   Thank you so much for taking the time to help my son and I through the process of finding the car that both my son and I could agree on.  I know that it wasn't easy to deal with two stubborn individuals, but we couldn't be happier with our experience and we have you to thank.  God bless you!",FALSE,1,0,5,5 years ago,0,NA,NA
Jeffrey Mann,Fast...Friendly....Fair,FALSE,2,0,5,a year ago,0,NA,NA
Morgan Thornton,Do not go here! Ray the salesman that helped me did not treat me with respect or even like a paying customer. the car I bought has broken down twice and I've only had it for a month. I am so upset over this whole situation. I have put in more money for repairs then I have actually paid on my loan.,FALSE,2,0,1,2 years ago,0,2 years ago,"We're sorry to hear that your experience with our dealership and staff was so negative, Morgan, and we want to see how things can be made right for you. Please contact our Customer Advocacy Manager Carli Anderson at carlia@kengarff.com or 801-714-2284."
L. Thayne Larsen,"The team at Ken Garff Honda in Orem  are professional, honest and courteous. Thank you for a good positive experience.",FALSE,11,0,4,3 years ago,0,NA,NA
Dave Jensen,"Service department experience was HORRIBLE!Scheduled a service appointment days in advance, and after arriving on time I was told to wait in line. After asking whats the point of scheduling an appointment, I got the same rude, ignorant answer from two different employees! Don't ""sorry Dude"" me, if you cant keep to your schedule at least be considerate of mine! ""If we didn't schedule appointments we would have 500 people in line"", say what? Keep treating people as you did me and you wont have 500 customers to serve. This is a poorly ran service center, whoever owns this place should be ashamed. Prior to this, my vehicle was serviced many times at Stockton 12 in Sandy. I will make the drive any day of the week before returning to Ken Garff of Orem....",FALSE,1,0,1,3 years ago,0,3 years ago,"Dave, weâre very sorry that your scheduled appointment still resulted in a long wait. We can understand your frustration and would like to do what we can to make things right. Please contact our Customer Advocacy Manager, Carli Anderson at carlia@kengarff.com or 801-714-2284 ."
